"book","day","english","korean","sentence1","translation1","sentence2","translation2","sentence3","translation3","sentence4","translation4"
"2","17","committee ","n. 위원회","The committee meets once a month and discusses issues./committee*_______________","위원회는 한 달에 한 번 만나서 문제들을 논의한다.","","","","","",""
"2","17","status ","n. 신분, 지위 ","The legal status of women was reformed in the late 19th century./status*_______________","여성의 법적 지위는 19세기말에 개혁되었다.","","","","","",""
"2","17","senior ","a. 손위[상급, 상위]의 n. 연장[상급]자","He was in the twelfth grade, two years senior to me./senior*_______________","그는 나보다 두 학년 더 높은 12학년이었다.","","","","","",""
"2","17","junior ","a. 연하[하급, 하위]의 n. 연하[하급]자","He was junior to me in rank but was senior in age./junior*_______________","그는 계급은 나보다 하급이었으나 나이는 손위였다.","","","","","",""
"2","17","dynasty ","n. 왕조, 왕가 ","The Ming dynasty ruled over China from 1368 to 1644./dynasty*_______________","명왕조가 중국을 1368년부터 1644년까지 통치했다.","","","","","",""
"2","17","royal ","a. 국왕[여왕]의 n. 왕족(의 일원) ","He became a member of the royal family by marrying a princess./royal*_______________","그는 공주와 결혼을 하여 왕가의 일원이 되었다.","","","","","",""
"2","17","noble ","① n. 귀족 a. 귀족의 ② a. 고결[숭고]한 ","He was a man of noble birth, and an excellent philosopher./noble*_______________","그는 귀족 출신 남자이며 뛰어난 철학가이었다.","They argued that Socialist ideals were noble but impractical./noble*_______________","그들은 사회주의자의 이상은 고결하지만 비현실적이라고 주장했다.","","","",""
"2","17","slave ","n. 노예 ","He lived like a king and treated his wife like a slave./slave*_______________","그는 왕과 같이 살았고 부인을 노예같이 대했다.","","","","","",""
"2","18","authority ","n. 권한  ","We have no authority to make any decisions on the matter./authority*_______________","우리는 그 문제에 대해 어떤 결정도 내릴 권한이 없습니다.","","","","","",""
"2","18","official ","① a. 공식적인, 정식의 ② a. 직무[공무]상의 n. 관리, 공무원 ","Though the news is not yet official, it is generally accepted as true./official*_______________","그 소식은 아직 공식적인 것은 아니다만 일반적으로 사실로 받아들여지고 있다.","The new President made his first official visit to the United States./official*_______________","새 대통령은 미국으로 그의 첫 공식 방문을 했다.","","","",""
"2","18","liberty ","n. 자유 ","They fought for political liberty and finally obtained it./liberty*_______________","그들은 정치적 자유를 위해서 싸웠고 마침내 그것을 얻었다.","","","","","",""
"2","18","qualify ","v. 자격이 있다[을 주다]; 자격(증)을 얻다[주다]","To qualify, you must be 18 or older and a resident of California./qualify*_______________","자격이 있으려면 18세 이상이고 캘리포니아의 주민이어야 합니다.","","","","","",""
"2","18","law ","n. 법, 법률; 법칙","It is against the law to drink before the legal drinking age./law*_______________","술을 마실 수 있는 법적 연령 이전에 술을 마시는 것은 위법이다.","","","","","",""
"2","18","constitution ","n. 헌법","According to the Constitution, every citizen is equal before the law./Constitution*_______________","헌법에 따르면 모든 시민은 법 앞에 평등하다.","","","","","",""
"2","18","regulation ","n. 규정, 법규 ","Under the new regulations, all staff must have 12 hours of safety training./regulations*_______________s","새로운 규정에 따라 모든 직원은 12시간의 안전교육을 받아야 한다.","","","","","",""
"2","18","legal ","a. 법률(상)의; 합법적인","If you break the contract, we could take legal action against you./legal*_______________","당신이 계약을 위반한다면 우리는 당신에 대해 법적 조치를 취할 수 있습니다.","","","","","",""
"2","18","violate ","v. 위반하다; 침해하다","Four employers were arrested for violating the labor law./violating*_______________ing","네 명의 고용주가 노동법을 위반한 혐의로 체포되었다.","","","","","",""
"2","18","lawyer ","n. 법률가, 변호사 ","He didn't accept the offer on the advice of his lawyer./lawyer*_______________","그는 그의 변호사의 조언에 따라 그 제의를 받아들이지 않았다.","","","","","",""
"2","18","punish ","v. 처벌하다, 벌주다","If you ever lie to me again, you will be punished./punished*_______________ed","내게 다시 한 번 거짓말을 하면 너는 벌을 받을 것이다.","","","","","",""
"2","18","crime ","n. 범죄 ","He was seen there about the time the crime was committed./crime*_______________","그 범행이 저질러질 무렵 그가 그곳에 있던 것이 목격되었다.","","","","","",""
"2","18","commit ","① v. 저지르다, 범하다 ② v. 전념[헌신]하다 ③ v. 약속하다","Honestly, I have never committed a crime in my life./committed*_______________ed","솔직히 나는 내 인생에서 한 번도 범죄를 저지른 적이 없다.","He remained a committed member of the party until his death./committed*_______________ed","그는 죽을 때까지 그 당의 헌신적인 당원이었다.","The President is committed to continuing the reforms./committed*_______________ed","대통령은 개혁을 계속할 것을 약속하고 있다.","",""
"2","18","victim ","n. 피해자, 희생자 ","One of the victims had a broken leg from the accident./victims*_______________s","피해자 중의 한 명은 그 사고로 다리가 부러졌다.","","","","","",""
"2","18","steal ","v. 훔치다, 도둑질하다 ","I had my wallet stolen out of my back pocket while riding on a bus./stolen*_______________","나는 버스를 타고 있을 때 뒷주머니에서 내 지갑을 도둑맞았다.","","","","","",""
"2","18","rob ","v. 빼앗다, 강탈하다 ","Two men attacked him last night and robbed him of all his money./robbed*_______________ed","두 남자가 어젯밤 그를 폭행하고 그의 돈을 모두 강탈해갔다.","","","","","",""
"2","18","thief ","n. 도둑, 절도범 ","The policeman ran after the thief and caught him./thief*_______________","경찰관이 도둑을 뒤쫓아 가서 그를 붙잡았다.","","","","","",""
"2","18","detective ","n. 형사 ","The detectives searched the house but found nothing./detectives*_______________s","형사들은 집을 수색했으나 아무 것도 찾지 못했다.","","","","","",""
"2","18","prison ","n. 교도소, 감옥 ","He was sent to prison for two years for stealing a car./prison*_______________","그는 자동차를 훔친 혐의로 2년 동안 교도소에 수감되었다.","","","","","",""
"2","18","duty ","① n. 의무 ② n. 세금, 관세 ","Parents have a duty to care for and support their children./duty*_______________","부모는 자신의 자식들을 보살피고 부양해야 할 의무가 있다.","There's a high duty on alcohol and cigarettes in this country./duty*_______________","이 나라에서는 술과 담배에 높은 세금이 붙는다.","","","",""
"2","18","dominate ","v. 지배[좌우]하다, 우위를 차지하다 ","The team dominated the first half of the game by scoring three goals./dominated*_______________d","그 팀은 세 골을 넣어 경기의 전반전을 압도했다.","","","","","",""
"2","18","obey ","v. 복종[준수]하다","She always obeyed her parents and never did anything wrong./obeyed*_______________ed","그녀는 부모님께 항상 순종했고, 나쁜 짓은 절대로 하지 않았다.","","","","","",""
"2","18","limit ","n. 한계, 제한 v. 한정[제한]하다 ","The government is trying to limit foreign influence in the market./limit*_______________","정부는 시장에서의 외국의 영향력을 제한하려고 노력하고 있다.","","","","","",""
"2","18","restrict ","v. 제한[한정]하다 ","The government passed a law to restrict smoking in public./restrict*_______________","정부는 공공장소에서의 흡연을 제한하는 법을 통과시켰다.","","","","","",""
"2","18","permit ","v. 허락[허가]하다 n. 허가증 ","Food and drinks are not permitted inside the museum./permitted*_______________ed","음식물과 음료수는 박물관 내에서 허용되지 않는다.","","","","","",""
"2","18","tolerate ","① v. (너그럽게) 용인[허용]하다 ② v. 참다, 견디다 ","We will not tolerate that kind of behavior anymore./tolerate*_______________","우리는 더 이상 그런 종류의 행동을 용인하지 않을 것이다.","It is hard to tolerate that noise, especially at night./tolerate*_______________","그 소음을 특히 밤에는 참기가 어렵다.","","","",""
"2","18","forbid ","v. 금(지)하다","Her parents forbade her from going out alone at night./forbade*_______________","그녀의 부모는 그녀가 밤에 혼자 외출하는 것을 금지했다.","","","","","",""
"2","18","prohibit ","v. (공식적으로) 금(지)하다 ","In Korea, smoking is prohibited inside all public buildings./prohibited*_______________","한국에서는 모든 공공건물 내에서의 흡연이 금지되어 있다.","","","","","",""
"2","18","ban ","v. (법적으로) 금지하다 n. 금지","Many countries have passed laws banning smoking in public places./banning*_______________ing","많은 나라들이 공공장소에서 흡연을 금지하는 법을 통과시켰다.","","","","","",""
"2","18","prevent ","v. 막다, 예방[방지]하다 ","Most accidents could be prevented by following basic safety rules./prevented*_______________ed","대부분의 사고들은 기본적인 안전 수칙을 따르면 방지될 수 있다.","","","","","",""
"2","18","interfere ","① v. 간섭[참견]하다 ② v. (일이 잘못되게) 방해하다, 지장을 주다","Stop interfering and let me make my own decisions./interfering*_______________ing","그만 간섭하고 내 스스로 결정을 하도록 놔두세요.","I don’t let my work interfere with my family or personal life./interfere*_______________","나는 내 일이 내 가족이나 사생활에 지장을 주도록 하지 않는다.","","","",""
"2","18","disturb ","v. (소란을 일으켜) 방해하다, 어지럽히다 ","She’s studying for her exams, so try not to disturb her./disturb*_______________","그녀는 시험 공부를 하고 있으니 방해하지 않도록 하세요.","","","","","",""
"2","18","interrupt ","v. (끼어들어) 방해[중단, 차단]하다","It is rude to interrupt someone while they are speaking./interrupt*_______________","다른 사람들이 이야기하는 도중 끼어드는 것은 무례한 일이다.","","","","","",""
"2","18","obstacle","n. (방해가 되는) 장애(물) ","He had to overcome many obstacles to make his dreams come true./obstacles*_______________s","그는 그의 꿈을 실현하기 위해 많은 장애를 극복해야 했다.","","","","","",""
"2","18","barrier ","n. (가로막는) 장벽, 장애물 ","They've put up barriers to stop people from getting through./barriers*_______________s","그들은 사람들이 통과하는 것을 막으려고 장애물을 세웠다.","","","","","",""
"2","19","accident ","① n. 사고 ② n. 우연, 우연한 일 ","He had an accident at work and broke his leg./accident*_______________","그는 직장에서 사고를 당해 다리가 부러졌다.","No one did anything. It just happened; it was just an accident./accident*_______________","아무도 어떤 것을 하지 않았어요. 그것은 그냥 일어났고 우연한 일이었어요.","","","",""
"2","19","disaster ","n. 재해, 재난 ","Natural disasters cause enormous economic, financial, and human losses each year./disasters*_______________s","자연 재해는 매년 엄청난 경제, 재정, 인명상의 손실을 일으킨다.","","","","","",""
"2","19","tragedy ","n. 비극 (작품) ","It's a tragedy that he died at such a young age and so suddenly./tragedy*_______________","그가 그렇게 어린 나이에, 그렇게 갑자기 죽은 것은 비극이다.","","","","","",""
"2","19","emergency ","n. 비상[긴급] 사태","In case of emergency, press this red button at anytime./emergency*_______________","비상시에는 이 빨간색 버튼은 언제라도 누르십시오.","","","","","",""
"2","19","crisis ","n. 위기","Now we are facing the worst economic crisis since the 1930s./crisis*_______________","현재 우리는 1930대 이후 최악의 경제 위기를 맞고 있다.","","","","","",""
"2","19","harm ","n. 해, 해악 v. 해치다, 해를 끼치다 ","Some of these chemicals can do serious harm to human health./harm*_______________","이 화학 물질의 일부는 인간의 건강에 심각한 피해를 줄 수 있다.","","","","","",""
"2","19","damage ","n. 손상, 손해, 피해 v. 피해를 입히다","Luckily the building was not damaged by the earthquake./damaged*_______________d","다행히 건물은 지진으로 피해를 입지 않았다.","","","","","",""
"2","19","ruin ","v. 망치다, 못쓰게 만들다 n. 파산, 파멸; (-s) 폐허, 유적","It was alcohol that ruined his life and took his family away from him./ruined*_______________ed","그의 인생을 망가뜨리고 가족을 뺏어간 것은 바로 술이었다.","","","","","",""
"2","19","destroy ","v. 파괴하다 ","The city was almost completely destroyed during the war./destroyed*_______________ed","그 도시는 전쟁 동안에 거의 완전히 파괴되었다.","","","","","",""
"2","19","collapse ","① v. 무너지다, 붕괴하다 n. 붕괴 ② v. 쓰러지다, 주저앉다 n. 쓰러짐, 주저앉음 ","Nearly every building in the business district collapsed in the earthquake./collapsed*_______________d","상업 지구의 거의 모든 건물이 지진으로 붕괴되었다.","She lost consciousness and collapsed on the floor./collapsed*_______________d","그녀는 의식을 잃고 바닥에 쓰러졌다.","","","",""
"2","19","poison ","n. 독(약) v. 독을 넣다","Alcohol is a poison that can really harm your body if you aren't careful./poison*_______________","술은 조심하지 않으면 당신의 몸을 정말로 해칠 수 있는 독이다.","","","","","",""
"2","19","crack ","v. 금이 가다[가게 하다] n. 금 ","A number of thin cracks began to appear in the wall./cracks*_______________s","벽에 가느다란 금이 여러 개 나타나기 시작했다.","","","","","",""
"2","19","smash ","v. 박살나다[내다] n. 박살(나는 소리)","Someone smashed store windows and stole watches, jewelry and clothing./smashed*_______________ed","누군가가 상점 진열창을 박살내고 시계, 보석, 의류를 훔쳐갔다.","","","","","",""
"2","19","crush ","v. 으스러[찌부러]뜨리다, 눌러 부수다 ","A number of people were crushed to death by the crowd./crushed*_______________ed","많은 사람이 군중에 깔려 압사 당했다.","","","","","",""
"2","19","strike ","① v. (세게) 부딪치다, 충돌하다; 때리다, 치다 ② v. 머리에 떠오르다; (~하다는) 인상을 주다","The ship struck a rock and sank in three minutes./struck*_______________","그 배는 암초에 부딪치고 3분이 지나서 침몰했다.","It suddenly struck me that the story might be true./struck*_______________","그 이야기가 사실일지 모른다는 생각이 내게 갑자기 떠올랐다.","","","",""
"2","19","crash ","n. 충돌[추락] (사고) v. 충돌[추락]하다","He lost control of his car and crashed into a tree, killing himself instantly./crashed*_______________ed","그는 차의 통제력을 잃고 나무와 충돌하여 즉사했다.","","","","","",""
"2","19","burst ","v. 터지다, 터뜨리다, 파열하다[시키다] n. 파열  ","The boy blew up the balloon too big and it burst with a loud bang./burst*_______________","그 소년은 풍선을 너무 크게 불어서 크게 빵 소리를 내며 터졌다.","","","","","",""
"2","19","restore ","v. 회복시키다, 복구하다 ","He was blind for 3 years, until a series of operations restored his sight./restored*_______________d","그는 일련의 수술로 시력을 되찾을 때까지 3년 동안 장님이었다.","","","","","",""
"2","19","deal ","① v. 처리하다, 다루다 ② v. ~와 거래하다 n. 거래, 계약","We need to deal with this problem as a matter of urgency./deal*_______________","우리는 이 문제를 위급한 사안으로 다룰 필요가 있다.","After several months of negotiation, a deal was made./deal*_______________","여러 달의 협상 끝에 거래가 성사되었다.","","","",""
"2","19","solve ","v. 풀다, 해결하다","They are looking for ways to solve their financial problems./solve*_______________","그들은 그들의 재정 문제를 해결할 방법을 찾고 있다.","","","","","",""
"2","19","overcome ","v. 극복하다, 이겨내다 ","We're confident that all these difficulties can be overcome./overcome*_______________","우리는 이 모든 어려움들을 극복할 수 있다고 확신합니다.","","","","","",""
"2","19","encounter ","① v. 직면하다, 부딪히다 ② v. (우연히) 만나다, 마주치다 n. 만남, 마주침","He encountered strong opposition to his proposal from within the party./encountered*_______________ed","그는 그의 제안에 대해 당 내에서 강력한 반대에 부딪혔다.","On the train I encountered an old friend of mine./encountered*_______________ed","기차에서 나는 옛 친구를 우연히 만났다.","","","",""
"2","19","endure ","v. 견디다, 인내하다 ","I couldn't sleep because the pain was too much to endure./endure*_______________","통증이 견딜 수 없을 만큼 너무 심해서 나는 잠을 잘 수가 없었다.","","","","","",""
"2","19","patient ","① a. 인내심[참을성]이 있는 ② n. 환자","We had to be patient and wait till they were ready./patient*_______________","우리는 그들이 준비가 될 때까지 인내하면서 기려야 했다.","The patient was so weak that he could hardly get up from his bed./patient*_______________","그 환자는 너무 힘이 없어서 침대에서 거의 일어날 수가 없었다.","","","",""
"2","19","durable ","a. 오래가는, 내구성이 있는 ","Tile is a durable material and extremely easy to maintain./durable*_______________","타일은 내구성이 있는 소재이고 유지가 대단히 쉽다.","","","","","",""
"2","19","adventure ","n. 모험(심) ","Life itself is the greatest adventure in the world./adventure*_______________","인생은 그 자체가 세상에서 가장 큰 모험이다.","","","","","",""
"2","19","secure ","a. 안전한, 확실한 v. 안전하게 하다 ","It is not easy to make the system secure from hackers./secure*_______________","시스템을 해커로부터 안전하게 만드는 것은 쉬운 일이 아니다.","","","","","",""
"2","19","warn ","v. 경고하다","I'm warning you. Don't ever try to trick me like this again./warning*_______________ing","경고하는데 다시는 이런 식으로 나를 속이려 하지 마.","","","","","",""
"2","19","rescue ","v. 구조[구출]하다 n. 구조, 구출 ","The fireman ran into a burning house to rescue a little boy./rescue*_______________","그 소방관은 어린 소년을 구하기 위해 불타고 있는 집으로 뛰어 들어갔다.","","","","","",""
"2","19","occur ","① v. 일어나다, 발생하다 ② v. 머리에 떠오르다, 생각이 나다 ","The accident occurred between 10 and 11 o'clock in the morning./occurred*_______________ed","그 사고는 아침 10에서 11시 사이에 발생했다.","It never occurred to me that he might be lying, he seemed so sincere./occurred*_______________ed","나는 그가 거짓말을 하고 있다는 생각은 전혀 들지 않았다. 그는 매우 진실해 보였다.","","","",""
"2","19","circumstance ","n. (주변의) 사정, (부대) 상황, 환경","It was the only choice I could make under the circumstances./circumstances*_______________s","그것은 그 상황에서 내가 할 수 있는 유일한 선택이었다.","","","","","",""
"2","19","cause ","n. 원인, 이유 v. ~을 일으키다, 야기[초래]하다 ","Media violence is one of the major causes of rising crime rates./causes*_______________s","대중 매체의 폭력은 증가하는 범죄율의 주요 원인 중 하나이다.","Smoking may cause lung cancer and other harmful side effects./cause*_______________","흡연은 폐암과 다른 유해한 부작용을 일으킬 수 있다.","","","",""
"2","19","factor ","n. 요인","It seems likely that several factors influenced his decision./factors*_______________s","여러 가지 요인이 그의 결정에 영향을 미쳤을 것으로 보인다.","","","","","",""
"2","19","effect ","n. 효과, 영향, 결과 v. 어떤 결과[효과]를 가져오다","Our economic policies don’t seem to have the desired effect./effect*_______________","우리의 경제 정책은 바라는 효과를 거두는 것 같지 않다.","","","","","",""
"2","19","result ","n. 결과, 성과; (시험) 성적 v. (~의 결과로) 생기다 [from], (결과적으로) ~을 [야기하다] [in]","Many accidents happen as a result of careless driving./result*_______________","많은 교통 사고가 부주의 운전의 결과로 발생한다.","","","","","",""
"2","19","outcome ","n. (회의·토론·선거 등) 결과 ","The outcome of the election was a surprise to everybody./outcome*_______________","선거의 결과는 모든 사람에게 뜻밖이었다.","","","","","",""
"2","19","influence ","n. 영향(력) v. 영향을 끼치다","He is having a bad influence on the other students in his class./influence*_______________","그는 자신의 반의 다른 학생들에게 나쁜 영향을 끼치고 있다.","","","","","",""
"2","19","impact ","n. (강력한) 영향, 충격 v. 충격[영향]을 주다","The global financial crisis has had a significant impact on many businesses./impact*_______________","세계 금융 위기는 많은 사업체에 지대한 영향을 미쳤다.","","","","","",""
"2","20","affect ","v. 영향을 미치다, 작용하다 ","The decisions made on election day will affect all of us at some point./affect*_______________","선거일에 내리는 결정은 어느 시점에 우리 모두에게 영향을 미칠 것이다.","","","","","",""
"2","20","regardless ","ad. ~에 상관[관계]없이 ","Everyone has the right to be happy, regardless of race, religion, or sex./regardless*_______________","인종과 종교, 성별에 관계없이 모든 사람은 행복할 권리가 있다.","","","","","",""
"2","20","motive ","n. 동기, 이유 ","The motive for the murder is still a mystery and no suspects have been identified./motive*_______________","살인 동기는 여전히 미스터리고 용의자도 확인되지 않고 있다.","","","","","",""
"2","20","justify ","v. 정당화하다, 타당함을 보여 주다","It is a well-known moral rule that the end doesn't justify the means./justify*_______________","목적이 수단을 정당화하지는 않는다는 것은 잘 알려진 도덕적 원칙이다.","","","","","",""
"2","20","violence ","n. 폭력  ","Television violence has a bad influence on children./violence*_______________","텔레비전에 나오는 폭력은 아이들에게 나쁜 영향을 미친다.","","","","","",""
"2","20","threat ","n. 협박, 위협 ","He had a knife and made a threat to kill me./threat*_______________","그는 칼을 가지고 있었고 나를 죽이겠다고 협박했다.","","","","","",""
"2","20","beat ","① v. 때리다, 두드리다 n. 때리기, 치는 소리 ② v. 이기다, 패배시키다","A policeman was beaten to death by angry crowds./beaten*_______________","한 경찰관이 성난 군중들에 의해 맞아 죽었다.","Manchester United beat Barcelona in the final./beat*_______________","맨체스터 유나이티드가 바르셀로나를 결승전에서 물리쳤다.","","","",""
"2","20","tear ","① v. 찢다, 찢어지다, 째다, 째지다 n. 째진 틈 ② n. (-s) 눈물 ","She tore the letter in two and threw the pieces into the fire./tore*_______________","그녀는 편지를 두 조각으로 찢어서 조각을 불 속으로 던졌다.","There were tears in her eyes as she said goodbye./tears*_______________s","그녀가 작별인사를 했을 때 그녀의 눈에는 눈물이 있었다.","","","",""
"2","20","tough ","① a. 거친, 난폭한; 냉정한 ② a. 강인한, 억센; 단단한, 질긴 ③ a. 힘든, 어려운","He's a tough guy and everybody is afraid of him./tough*_______________","그는 거친 남자이어서 모든 사람들이 그를 두려워한다.","I don't think he's tough enough for the job./tough*_______________","나는 그가 그 일을 감당한 만큼 강인하다고 생각하지 않는다.","I had a tough time climbing up the mountain./tough*_______________","나는 그 산을 오르느라 힘든 시간을 보냈다.","",""
"2","20","cruel ","a. 잔인한, 무자비한 ","Those who are cruel to animals are often also cruel to human beings./cruel*_______________","동물에게 잔인한 사람들은 자주 인간에게도 잔인하다.","","","","","",""
"2","20","harsh ","a. (처벌 등이) 가혹한; (환경 등이) 혹독한","For the first time, I had to face the harsh realities of life./harsh*_______________","처음으로 나는 삶은 가혹한 현실에 직면해야 했다.","","","","","",""
"2","20","attack ","① v. 공격하다 n. 공격 ② n. 폭력 v. 폭력을 쓰다","The North Koreans launched their attack on South Korea in June 1950./attack*_______________","북한 1950년 6월 남한으로 공격을 개시했다.","He was attacked and robbed by two teens while walking home./attacked*_______________ed","그는 집으로 걸어가는 도중에 두 명의 십대로부터 폭행과 강도를 당했다.","","","",""
"2","20","invade ","v. 침략[침입]하다","Korea has never invaded other countries historically./invaded*_______________d","한국은 역사적으로 한번도 다른 나라를 침략한 적이 없다.","","","","","",""
"2","20","defend ","v. 방어하다, 지키다","We must always be ready to defend our homeland against any attack./defend*_______________","우리는 조국을 어떠한 공격으로부터도 방어할 수 있게 항상 준비하고 있어야 한다.","","","","","",""
"2","20","resist ","v. 저항[대항]하다","They resisted the enemy's repeated attacks for three days./resisted*_______________ed","그들은 사흘 동안 적의 반복되는 공격에 대항했다.","","","","","",""
"2","20","challenge ","v. 도전하다 n. 도전, (도전 해볼 만한) 난제","At certain times, children begin to challenge their parents' authority./challenge*_______________","어떤 시기가 되면 아이들은 부모의 권위에 도전하기 시작한다.","","","","","",""
"2","20","revolution ","n. 혁명","The French Revolution changed the politics of Europe./Revolution*_______________","프랑스 혁명은 유럽의 정치를 바꾸어 놓았다.","","","","","",""
"2","20","avoid ","v. 피하다, 회피하다 ","He left his office early to avoid the rush hour traffic./avoid*_______________","그는 러시아워의 교통 혼잡을 피하기 위해 사무실을 일찍 떠났다.","","","","","",""
"2","20","inevitable ","a. 피할 수 없는, 필연적인","She was late so often that it was inevitable that she would lose her job eventually./inevitable*_______________","그녀는 너무 자주 지각을 해서 결국 직업을 잃게 될 것이라는 것은 피할 수 없는 일이었다.","","","","","",""
"2","20","escape ","v. 달아나다, 탈출하다 n. 도망, 탈출","The man escaped from prison by digging a tunnel./escaped*_______________d","그 남자는 터널을 파고 탈옥했다.","","","","","",""
"2","20","protect ","v. 보호하다","You should wear sunglasses to protect your eyes in bright sunlight./protect*_______________","밝은 햇빛에서 눈을 보호하려면 선글라스를 껴야 합니다.","","","","","",""
"2","20","cherish ","① v. 소중히 여기다, 아끼다 ② v. 마음속에 간직하다","His most cherished possession is his beautiful house./cherished*_______________ed","그가 가장 아끼는 물건은 그의 아름다운 집이다.","I will always cherish the memories of the time we spent together./cherish*_______________","나는 우리가 함께 보낸 시간의 추억을 항상 마음속에 간직할 것이다.","","","",""
"2","20","preserve ","v. 보존[보호]하다 ","The historical buildings should be preserved for future generations./preserved*_______________d","그 역사적인 건물들은 미래의 세대를 위해 보존되어야 한다.","","","","","",""
"2","20","maintain ","① v. 유지하다[시키다] ② v. 보수[정비]하다 ③ v. 주장하다","The United States wants to maintain its position as a world leader./maintain*_______________","미국은 세계 지도자 국가로서의 지위를 유지하기 원하다.","The heating system should be checked and maintained regularly./maintained*_______________ed","그 난방 설비는 정기적으로 점검과 정비를 받아야 한다.","Many scientists maintain that the universe is made up of pure energy./maintain*_______________","많은 과학자들은 우주는 수순 에너지로 이루어져 있다고 주장한다.","",""
"2","20","support ","v. 지지[지원, 부양]하다 n. 지지, 지원, 부양","I don’t support the government’s foreign policy./support*_______________","나는 정부의 외교 정책을 지지하지 않는다.","","","","","",""
"2","20","defeat ","v. 패배시키다 n. 패배 ","They are in danger of being defeated in the next election./defeated*_______________ed","그들은 다음 선거에게 패할 위험에 처해있다.","","","","","",""
"2","20","conquer ","v. 정복하다","Napoleon conquered all of Europe, except for England./conquered*_______________ed","나폴레옹은 영국을 제외한 모든 유럽을 정복했다.","","","","","",""
"2","20","capture ","v. 생포[포획]하다; (마음·관심 등을) 사로잡다 n. 생포, 포획","Seven enemy soldiers were captured after the battle./captured*_______________d","전투 후에 7명의 적군이 포로로 잡혔다.","","","","","",""
"2","20","military ","n. 군대 a. 군대의","After graduating from high school, he served in the military for two years./military*_______________","고등학교 졸업 후 그는 2년 동안 군대에서 복무를 했다.","","","","","",""
"2","20","army ","n. 육군; 군대 ","After graduating from high school, he joined the army./army*_______________","고등학교 졸업 후 그는 육군에 입대했다.","","","","","",""
"2","20","soldier ","n. 군인 ","Many soldiers died fighting for their country in this war./soldiers*_______________s","많은 군인들인 이 전쟁에서 조국을 위해 싸우다 전사했다.","","","","","",""
"2","20","hostile ","a. 적대적인; 적[적군, 적국]의","The two countries were hostile to each other and fought a long war./hostile*_______________","그 두 나라는 서로 적대적이었으며 긴 전쟁을 했다.","","","","","",""
"2","20","enemy ","n. 적, 적국, 적군","During the war the city was occupied by the enemy./enemy*_______________","전쟁 중 그 도시는 적군에 의해 점령되었다.","","","","","",""
"2","20","weapon ","n. 무기, 흉기 ","The United States must not allow North Korea to develop nuclear weapons./weapons*_______________s","미국은 북한이 핵무기를 개발하도록 용납해서는 안 된다.","","","","","",""
"2","20","aim ","① v. 겨누다, 겨냥하다 n. 겨냥, 조준 ② n. 목표 v. 목표로 삼다 ","He lifted the gun and aimed it toward my head./aimed*_______________ed","그는 총을 들어 나의 머리에 향하여 겨냥했다.","His main aim in life was to earn more and more money./aim*_______________","그의 삶은 주요한 목표는 더욱 더 많은 돈을 버는 것이다.","","","",""
"2","20","explode ","v. 터지다, 터뜨리다, 폭발하다[시키다] ","A terrorist bomb exploded in a shopping mall, killing four people./exploded*_______________d","테러리스트의 폭탄이 한 쇼핑몰에서 폭발해서 네 명이 사망했다.","","","","","",""
"2","21","media ","n. 대중[공공] 매체 ","The role of the news media in democracy is very important./media*_______________","민주주의에 있어서 뉴스 매체의 역할은 매우 중요하다.","","","","","",""
"2","21","broadcast ","v. 방송하다 n. 방송 ","The game was broadcast on television and radio around the country./broadcast*_______________","그 경기는 텔레비전과 라디오로 전국에 방송되었다.","","","","","",""
"2","21","journalist ","n. 저널리스트, 기자","The news was announced to the waiting journalists outside./journalists*_______________s","그 뉴스는 밖에서 기다리고 있던 기자들에게 발표되었다.","","","","","",""
"2","21","rumor ","n. 소문 v. 소문내다 ","Most of the rumors turned out to be true./rumors*_______________s","그 소문의 대부분은 사실로 밝혀졌다.","","","","","",""
"2","21","headline ","n. 표제; 주요 뉴스 v. 표제를 달다","The newspaper headlines were all about the royal wedding./headlines*_______________s","신문의 표제는 온통 왕실 결혼식에 관한 것이었다.","","","","","",""
"2","21","article ","n. 기사","I read an interesting article on this issue in the newspaper./article*_______________","나는 신문에서 이 문제와 관련된 흥미로운 기사를 읽었다.","","","","","",""
"2","21","report ","v. 보고[보도]하다 n. 보고, 보도","He went to the police station to report his car had been stolen./report*_______________","그는 차를 도난당했다고 보고하기 위해 경찰서로 갔다.","","","","","",""
"2","21","subscribe ","v. 예약 구독하다 ","She subscribes to a couple of fashion magazines./subscribes*_______________s","그녀는 두서너 개의 패션 잡지를 구독하고 있다.","","","","","",""
"2","21","perform ","① v. 공연[연기, 연주]하다 ② v. 수행[이행]하다","The band performed its first concert in front of a large crowd./performed*_______________ed","그 밴드는 많은 군중 앞에서 그의 첫 공연을 했다.","Computers can perform large amounts of work very fast and without errors./perform*_______________","컴퓨터는 많은 양의 일을 매우 빠르게 오류 없이 수행할 수 있다.","","","",""
"2","21","script ","n. 대본, 각본; 손으로 쓴 글씨(체)  ","The actor has memorized every line in the script./script*_______________","그 배우는 대본의 모든 대사를 외웠다.","","","","","",""
"2","21","audience ","n. 청중, 관객","The audience cheered loudly when he was introduced./audience*_______________","그가 소개되었을 때 청중들은 크게 환호했다.","","","","","",""
